node_id,state,tilt,displacement,crack_width,vibration,load_change,temperature,humidity,battery,rate_tilt_5m,rate_disp_5m,rate_crack_5m,risk_score,risk_level
N4,NORMAL,0.61,2.02,0.47,0.111,3.54,34.2,91.1,98.8,0.028,0.036,0.002,9.1,LOW
N4,NORMAL,1.12,2.03,0.64,0.145,1.02,34.6,78.6,68.5,0.03,0.035,0.007,12.1,LOW
N3,NORMAL,0.32,2.18,0.68,0.107,0.81,35.1,76.6,75.3,0.022,0.006,0.009,6.0,LOW
N5,NORMAL,0.12,1.25,0.03,0.111,1.55,31.2,86.0,63.8,0.042,0.058,0.006,5.8,LOW
N6,NORMAL,0.78,2.31,0.3,0.12,3.75,28.3,85.0,88.2,0.026,0.072,0.006,10.7,LOW
N4,SUBSIDENCE,11.46,16.32,12.43,1.614,41.01,29.7,75.8,99.6,0.905,2.184,0.588,100.0,CRITICAL
N3,NORMAL,0.96,0.36,0.87,0.121,4.23,27.8,92.5,93.1,0.017,0.046,0.018,10.6,LOW
N1,SUBSIDENCE,11.83,20.0,8.24,1.891,106.6,31.0,70.8,81.5,0.8,2.891,0.755,100.0,CRITICAL
N5,WARNING,3.15,2.77,3.67,0.559,23.5,35.2,74.2,78.8,0.206,0.307,0.115,45.0,MEDIUM
N2,WARNING,1.25,6.53,2.25,0.479,8.44,32.1,88.6,71.8,0.298,0.312,0.166,40.7,MEDIUM
N3,NORMAL,0.93,1.08,0.41,0.128,3.49,36.6,68.9,86.4,0.033,0.09,0.006,10.6,LOW
N3,NORMAL,0.7,1.34,0.31,0.101,-0.87,25.3,69.8,63.4,0.018,0.01,0.011,4.6,LOW
N6,NORMAL,0.52,2.14,0.91,0.032,2.44,27.3,79.7,75.6,0.034,0.053,0.013,8.0,LOW
N5,NORMAL,0.2,1.64,0.5,0.064,1.32,30.5,82.3,75.4,0.039,0.08,0.013,7.2,LOW
N4,WARNING,1.49,4.62,2.59,0.521,33.07,25.4,87.1,88.2,0.244,0.206,0.06,42.7,MEDIUM
N4,NORMAL,1.18,1.4,0.83,0.112,4.12,34.1,77.6,63.9,0.036,0.064,0.011,14.7,LOW
N4,NORMAL,0.14,1.3,0.6,0.033,0.01,25.3,69.9,67.0,0.016,0.056,0.006,6.3,LOW
N2,WARNING,3.14,4.06,3.14,0.504,34.31,27.4,85.5,63.4,0.118,0.211,0.032,47.6,MEDIUM
N5,NORMAL,0.37,2.17,0.58,0.031,-1.67,35.8,92.7,80.2,0.003,0.094,0.017,5.9,LOW
N5,SUBSIDENCE,5.6,22.85,16.94,3.772,67.63,37.6,69.8,79.4,1.103,4.248,0.384,100.0,CRITICAL
N4,SUBSIDENCE,5.36,30.31,14.05,2.061,99.75,37.9,70.0,68.9,1.29,3.468,0.438,100.0,CRITICAL
N4,SUBSIDENCE,4.59,24.29,19.98,1.621,63.03,28.5,86.5,69.1,1.569,3.086,1.19,100.0,CRITICAL
N6,NORMAL,1.19,1.49,0.7,0.039,-0.25,34.3,68.3,90.1,0.007,0.039,0.006,7.1,LOW
N1,NORMAL,0.15,0.66,0.79,0.139,1.33,28.4,84.2,77.5,0.002,0.061,0.008,6.1,LOW
N1,SUBSIDENCE,4.29,41.89,18.01,0.945,74.38,27.9,65.6,61.3,0.425,3.898,1.016,100.0,CRITICAL
N3,NORMAL,0.66,1.89,0.12,0.055,0.29,33.6,93.9,97.2,0.011,0.039,0.011,6.6,LOW
N3,SUBSIDENCE,8.35,35.16,21.12,1.038,35.42,30.6,81.4,80.7,0.345,2.884,1.204,100.0,CRITICAL
N5,SUBSIDENCE,4.31,19.9,4.35,1.132,95.89,36.6,85.1,86.8,1.544,3.767,1.159,100.0,CRITICAL
N5,SUBSIDENCE,9.17,27.02,10.54,3.269,57.4,39.1,72.8,72.4,1.114,2.403,0.596,100.0,CRITICAL
N2,NORMAL,0.28,2.09,0.59,0.118,3.74,34.3,83.4,68.3,0.017,0.019,0.004,9.7,LOW
N2,NORMAL,0.26,0.48,0.63,0.02,-1.87,30.0,85.7,80.8,0.019,0.069,0.014,5.3,LOW
N1,SUBSIDENCE,11.8,14.01,14.81,2.445,49.58,30.7,72.3,77.2,1.425,1.819,0.727,100.0,CRITICAL
N3,NORMAL,0.62,1.91,0.77,0.045,2.15,34.5,83.3,64.0,0.045,0.011,0.009,8.5,LOW
N1,NORMAL,0.54,1.37,1.0,0.049,4.88,32.6,71.4,71.7,0.019,0.02,0.008,7.9,LOW
N1,NORMAL,1.04,2.5,0.32,0.044,3.55,25.1,83.8,77.0,0.03,0.01,0.019,12.3,LOW
N3,SUBSIDENCE,8.23,15.89,16.39,4.061,69.38,39.1,88.6,81.7,1.084,1.687,1.365,100.0,CRITICAL
N2,WARNING,3.4,3.35,2.44,0.486,19.76,28.9,75.2,82.6,0.251,0.569,0.049,44.7,MEDIUM
N6,NORMAL,0.42,0.47,0.65,0.156,4.52,35.9,77.0,89.2,0.049,0.078,0.003,9.9,LOW
N6,NORMAL,0.68,2.11,0.43,0.03,1.9,31.7,92.2,85.0,0.009,0.097,0.011,9.2,LOW
N6,WARNING,1.9,4.13,2.5,0.674,28.84,25.1,87.5,65.6,0.291,0.15,0.082,43.7,MEDIUM
N3,SUBSIDENCE,4.35,28.78,11.41,3.217,71.53,31.0,75.0,73.5,0.938,2.374,1.34,100.0,CRITICAL
N4,NORMAL,0.32,2.18,0.15,0.165,-0.02,33.4,74.8,83.0,0.045,0.079,0.012,8.7,LOW
N4,NORMAL,0.42,1.13,0.76,0.059,3.87,33.5,84.4,88.5,0.019,0.053,0.019,9.4,LOW
N4,SUBSIDENCE,11.3,17.2,15.04,2.131,35.89,37.8,88.7,82.1,0.488,2.002,0.956,100.0,CRITICAL
N5,WARNING,1.37,4.07,2.1,0.534,6.95,35.2,85.5,68.3,0.183,0.731,0.182,39.5,MEDIUM
N2,WARNING,1.45,7.06,3.09,0.508,10.68,28.4,78.3,64.8,0.201,0.122,0.047,38.1,MEDIUM
N2,WARNING,1.48,6.49,2.71,0.484,18.57,33.1,69.1,83.6,0.294,0.135,0.062,40.8,MEDIUM
N5,NORMAL,0.72,2.43,0.88,0.171,-1.2,34.1,69.8,85.3,0.043,0.013,0.013,12.0,LOW
N1,NORMAL,0.16,0.87,0.92,0.047,-1.54,29.0,92.0,64.7,0.022,0.085,0.002,3.5,LOW
N6,WARNING,1.91,6.78,2.63,0.654,8.35,24.5,94.7,79.3,0.28,0.754,0.056,45.2,MEDIUM
N4,WARNING,2.52,5.89,3.37,0.643,10.82,32.6,94.8,89.4,0.109,0.714,0.208,48.3,MEDIUM
N6,SUBSIDENCE,5.33,39.33,11.47,0.875,59.11,29.0,81.9,92.5,1.445,4.353,0.595,100.0,CRITICAL
N4,SUBSIDENCE,9.85,28.72,15.37,1.585,67.44,35.0,72.8,79.0,0.683,4.072,0.391,100.0,CRITICAL
N6,NORMAL,0.43,0.94,0.26,0.14,0.56,31.6,94.3,74.7,0.036,0.046,0.011,6.8,LOW
N1,NORMAL,0.33,2.3,0.17,0.154,-0.95,31.9,74.9,65.6,0.033,0.015,0.018,7.3,LOW
N6,WARNING,2.05,6.38,2.15,0.32,22.32,33.9,94.2,69.3,0.154,0.216,0.055,39.8,MEDIUM
N6,WARNING,2.98,2.98,2.14,0.469,13.06,25.4,73.2,99.2,0.182,0.718,0.237,42.5,MEDIUM
N3,WARNING,1.82,6.31,1.76,0.383,10.74,35.5,75.7,64.0,0.264,0.718,0.088,39.4,MEDIUM
N6,WARNING,2.94,5.78,1.82,0.324,34.27,34.6,71.4,99.1,0.266,0.667,0.049,50.2,HIGH
N3,SUBSIDENCE,3.94,21.03,11.72,3.594,92.47,25.8,89.1,97.9,0.862,2.893,1.294,100.0,CRITICAL
N2,NORMAL,0.14,0.3,0.34,0.034,1.35,33.2,85.5,97.3,0.036,0.057,0.004,3.0,LOW
N5,NORMAL,0.26,1.79,0.91,0.1,0.53,36.9,90.4,75.1,0.009,0.087,0.008,8.3,LOW
N6,NORMAL,0.73,0.26,0.26,0.134,2.75,30.5,79.2,73.6,0.018,0.081,0.005,8.2,LOW
N2,NORMAL,1.15,1.8,0.54,0.102,-0.88,35.4,74.0,77.4,0.019,0.067,0.018,11.5,LOW
N3,NORMAL,0.19,0.43,0.47,0.105,-0.15,34.6,71.2,81.8,0.032,0.07,0.006,3.5,LOW
N6,NORMAL,0.98,1.44,0.91,0.029,2.12,34.2,88.7,71.6,0.028,0.066,0.017,11.3,LOW
N6,NORMAL,0.53,1.64,0.55,0.174,-0.69,37.0,75.1,62.7,0.018,0.057,0.017,9.7,LOW
N1,NORMAL,0.56,1.11,0.99,0.089,0.14,25.1,74.5,98.7,0.018,0.04,0.016,7.4,LOW
N2,NORMAL,0.27,1.91,0.36,0.113,-1.3,31.6,71.6,86.0,0.015,0.05,0.005,8.9,LOW
N4,NORMAL,1.09,0.4,0.22,0.155,2.42,26.8,93.2,90.5,0.004,0.049,0.004,10.2,LOW
N4,NORMAL,0.87,0.75,0.12,0.159,-1.96,27.5,74.3,94.0,0.019,0.028,0.011,5.9,LOW
N1,WARNING,2.59,3.3,3.18,0.298,17.99,34.3,93.1,81.2,0.212,0.29,0.108,38.1,MEDIUM
N3,NORMAL,0.11,0.98,0.4,0.074,1.05,31.1,74.5,99.6,0.032,0.012,0.005,4.5,LOW
N4,NORMAL,0.57,2.2,0.9,0.154,-1.67,29.8,70.8,67.4,0.047,0.013,0.001,10.2,LOW
N4,NORMAL,0.42,0.77,0.68,0.05,1.8,37.6,69.1,76.7,0.049,0.043,0.013,4.6,LOW
N5,WARNING,3.16,7.63,2.8,0.262,32.04,30.3,88.7,92.1,0.094,0.347,0.106,48.9,MEDIUM
N2,NORMAL,0.89,0.25,0.56,0.14,1.11,24.9,84.6,96.5,0.047,0.082,0.013,8.7,LOW
N3,WARNING,2.07,7.11,1.94,0.505,24.45,27.7,86.1,67.1,0.219,0.718,0.074,49.8,MEDIUM
N6,NORMAL,0.61,0.25,0.14,0.129,3.23,30.1,68.8,77.5,0.006,0.023,0.002,4.7,LOW
N2,NORMAL,0.91,1.77,0.28,0.128,4.49,27.4,84.5,93.3,0.017,0.033,0.011,8.7,LOW
N3,NORMAL,0.61,1.76,0.65,0.026,-0.72,36.9,74.2,69.9,0.045,0.094,0.016,8.2,LOW
N4,NORMAL,0.52,0.33,0.81,0.177,3.77,29.1,85.0,77.9,0.028,0.03,0.004,7.7,LOW
N5,WARNING,3.35,7.2,1.31,0.255,25.29,27.2,79.4,76.2,0.108,0.654,0.156,47.1,MEDIUM
N2,WARNING,3.21,2.68,3.69,0.552,27.13,31.5,88.6,82.2,0.051,0.54,0.155,48.4,MEDIUM
N4,SUBSIDENCE,10.79,16.61,18.51,1.369,95.98,34.7,67.4,79.8,1.711,2.042,0.912,100.0,CRITICAL
N3,NORMAL,0.5,2.21,0.88,0.132,2.59,31.8,93.1,89.0,0.037,0.037,0.008,11.2,LOW
N2,NORMAL,0.71,1.97,0.37,0.137,0.87,30.4,82.0,87.8,0.014,0.061,0.014,11.4,LOW
N6,WARNING,2.97,7.43,2.06,0.722,24.12,25.0,86.8,80.4,0.247,0.59,0.067,52.5,HIGH
N2,NORMAL,0.87,1.3,0.31,0.066,3.11,34.8,69.3,68.2,0.014,0.071,0.008,8.9,LOW
N4,NORMAL,0.85,1.49,0.2,0.164,-0.07,30.9,73.9,90.8,0.021,0.02,0.008,7.5,LOW
N2,NORMAL,0.53,1.88,0.21,0.08,-1.94,30.4,89.0,85.9,0.038,0.063,0.016,6.3,LOW
N6,NORMAL,0.1,0.78,0.49,0.119,-1.54,28.1,82.8,61.1,0.035,0.054,0.011,4.3,LOW
N5,SUBSIDENCE,4.05,35.15,9.79,1.947,50.63,32.9,79.0,100.0,0.968,0.992,0.625,100.0,CRITICAL
N5,WARNING,2.09,4.63,2.51,0.288,31.29,24.5,94.5,94.6,0.193,0.234,0.202,44.0,MEDIUM
N4,WARNING,2.53,3.11,1.65,0.339,12.23,33.3,85.7,94.9,0.174,0.761,0.122,37.5,MEDIUM
N3,NORMAL,0.14,1.13,0.78,0.15,4.49,24.5,84.4,82.2,0.035,0.025,0.01,6.2,LOW
N4,NORMAL,0.83,2.34,0.69,0.071,-0.61,26.9,80.3,65.0,0.043,0.019,0.003,9.1,LOW
N5,NORMAL,1.13,2.42,0.97,0.026,4.62,33.8,68.7,95.0,0.05,0.094,0.013,13.3,LOW
N1,NORMAL,0.17,0.93,0.99,0.088,-1.08,36.1,76.7,75.3,0.048,0.098,0.004,9.1,LOW
N1,NORMAL,0.39,0.3,0.27,0.029,4.47,25.8,93.2,96.0,0.033,0.089,0.014,3.2,LOW
N2,WARNING,2.0,3.11,3.11,0.595,31.9,32.7,66.0,75.9,0.063,0.199,0.158,44.2,MEDIUM
N6,WARNING,2.54,6.56,1.95,0.456,29.42,37.2,76.9,88.7,0.288,0.261,0.078,45.6,MEDIUM
N2,NORMAL,0.77,0.86,0.65,0.125,2.15,32.9,91.6,76.9,0.005,0.1,0.008,10.5,LOW
N1,SUBSIDENCE,10.08,43.96,10.46,2.148,102.92,37.0,94.2,62.3,0.539,0.906,1.386,100.0,CRITICAL
N5,WARNING,1.56,3.08,3.05,0.525,15.78,25.6,92.3,68.0,0.064,0.548,0.151,36.7,MEDIUM
N2,NORMAL,0.92,2.24,0.58,0.059,0.16,37.9,95.0,81.3,0.044,0.03,0.015,9.3,LOW
N4,WARNING,3.1,7.95,2.12,0.324,8.43,36.2,88.7,86.9,0.085,0.697,0.155,44.2,MEDIUM
N6,NORMAL,0.77,0.31,0.87,0.087,1.92,31.6,82.3,88.2,0.001,0.094,0.018,6.1,LOW
N4,NORMAL,0.39,0.71,0.67,0.037,1.18,29.0,75.1,80.0,0.025,0.038,0.004,7.4,LOW
N6,NORMAL,0.84,2.43,0.14,0.16,-0.01,34.1,76.5,72.8,0.03,0.055,0.011,8.7,LOW
N5,WARNING,3.16,3.71,1.54,0.189,11.32,25.0,87.3,90.3,0.18,0.477,0.079,33.7,MEDIUM
N2,NORMAL,1.2,2.27,0.93,0.148,2.31,36.4,79.5,87.9,0.006,0.062,0.001,12.8,LOW
N6,NORMAL,0.16,1.43,0.3,0.066,0.73,36.1,78.5,74.5,0.0,0.047,0.01,3.9,LOW
N4,NORMAL,1.19,1.51,0.47,0.099,3.66,25.0,91.0,77.2,0.017,0.039,0.015,10.1,LOW
N2,NORMAL,0.74,1.94,0.27,0.162,4.85,36.5,74.3,72.5,0.025,0.094,0.0,12.2,LOW
N2,SUBSIDENCE,5.44,19.73,7.84,3.875,102.43,31.1,70.1,80.4,0.453,1.329,1.328,100.0,CRITICAL
N4,WARNING,2.16,3.71,3.16,0.54,7.99,26.9,69.1,77.0,0.281,0.491,0.078,39.4,MEDIUM
N1,NORMAL,0.25,1.16,0.15,0.125,3.5,32.9,75.9,78.0,0.027,0.068,0.019,9.6,LOW
N6,NORMAL,1.05,0.5,0.33,0.112,2.73,37.4,67.3,63.8,0.038,0.032,0.003,7.2,LOW
N4,NORMAL,0.64,2.08,0.77,0.17,-1.01,30.8,65.8,88.3,0.019,0.028,0.017,10.3,LOW
N5,NORMAL,0.53,1.42,0.89,0.061,-0.32,33.8,71.2,97.0,0.013,0.034,0.002,8.7,LOW
N3,NORMAL,0.34,0.79,0.3,0.143,0.99,34.6,66.6,93.5,0.041,0.078,0.019,7.0,LOW
N4,NORMAL,1.13,2.49,0.13,0.118,-0.6,32.3,90.5,60.4,0.013,0.075,0.02,7.5,LOW
N2,NORMAL,0.14,1.57,0.39,0.162,0.11,36.7,78.9,77.0,0.022,0.053,0.005,7.7,LOW
N2,WARNING,3.15,4.22,3.45,0.25,10.48,32.9,93.3,68.5,0.288,0.69,0.109,42.5,MEDIUM
N4,WARNING,1.34,5.46,1.43,0.287,31.75,31.8,85.2,77.3,0.052,0.672,0.139,40.2,MEDIUM
N3,NORMAL,0.23,0.44,0.75,0.055,-1.8,24.4,86.8,93.2,0.049,0.098,0.008,4.9,LOW
N4,NORMAL,0.24,0.51,0.82,0.168,3.54,26.2,71.3,71.3,0.01,0.041,0.012,7.6,LOW
N3,WARNING,2.37,5.31,3.44,0.609,32.41,31.0,65.4,96.2,0.258,0.278,0.096,55.0,HIGH
N3,NORMAL,0.15,0.94,0.57,0.103,2.58,36.7,72.9,71.2,0.026,0.023,0.004,6.1,LOW
N5,SUBSIDENCE,7.01,13.16,13.13,3.044,93.95,26.0,65.5,77.6,1.367,1.346,0.82,100.0,CRITICAL
N6,WARNING,1.78,6.26,3.17,0.69,27.82,29.4,69.8,63.9,0.062,0.36,0.083,48.9,MEDIUM
N2,NORMAL,0.67,1.86,0.7,0.092,1.66,33.9,82.5,67.9,0.026,0.069,0.001,7.9,LOW
N2,NORMAL,0.15,0.45,0.52,0.141,0.34,25.5,75.3,89.8,0.019,0.093,0.004,5.4,LOW
N3,WARNING,2.64,4.79,3.89,0.599,6.86,26.9,85.9,72.4,0.236,0.117,0.17,43.3,MEDIUM
N2,NORMAL,1.06,0.97,0.62,0.066,4.42,29.0,84.6,89.7,0.039,0.024,0.019,10.3,LOW
N1,NORMAL,0.13,2.41,0.34,0.05,3.95,34.0,67.2,96.7,0.035,0.009,0.002,7.2,LOW
N3,SUBSIDENCE,9.8,20.41,10.53,2.497,62.07,31.7,71.7,86.1,1.475,4.407,0.981,100.0,CRITICAL
N2,NORMAL,0.85,1.78,0.03,0.164,0.37,29.5,83.3,61.6,0.037,0.076,0.013,10.2,LOW
N1,NORMAL,0.94,0.43,0.4,0.037,3.86,35.8,69.0,86.4,0.028,0.069,0.014,9.1,LOW
N5,WARNING,2.52,2.67,1.6,0.333,7.18,27.0,73.6,96.4,0.139,0.119,0.147,26.9,MEDIUM
N2,NORMAL,0.65,0.82,0.6,0.052,-1.48,35.2,94.4,97.3,0.001,0.095,0.014,7.9,LOW
N1,NORMAL,0.91,1.8,0.34,0.037,2.02,33.7,82.2,67.1,0.029,0.095,0.009,9.0,LOW
N4,SUBSIDENCE,8.53,27.98,12.89,2.521,47.3,32.3,67.3,67.6,0.995,3.041,0.862,100.0,CRITICAL
N6,NORMAL,0.45,1.16,0.59,0.158,-0.89,31.7,90.0,92.1,0.001,0.045,0.009,7.3,LOW
N4,SUBSIDENCE,4.35,42.56,5.99,2.939,85.43,33.2,71.0,60.8,1.32,1.782,0.663,100.0,CRITICAL
N1,SUBSIDENCE,8.28,25.22,15.82,1.256,98.07,33.2,91.9,72.0,0.519,4.098,0.812,100.0,CRITICAL
N3,NORMAL,0.3,1.23,0.24,0.104,-0.07,35.3,74.9,72.8,0.043,0.061,0.0,6.5,LOW
N3,NORMAL,0.52,1.65,0.44,0.121,-0.97,34.1,82.3,64.4,0.049,0.073,0.005,6.5,LOW
N2,NORMAL,0.3,0.3,0.81,0.108,0.22,33.8,94.1,77.4,0.006,0.048,0.011,4.0,LOW
N4,NORMAL,0.55,1.05,0.83,0.045,0.41,33.0,70.6,72.1,0.036,0.002,0.006,3.8,LOW
N3,NORMAL,0.63,1.17,0.11,0.17,-1.69,26.5,69.2,65.0,0.037,0.007,0.009,6.0,LOW
N3,WARNING,2.24,5.34,1.4,0.738,12.73,34.6,80.6,71.4,0.165,0.251,0.134,38.9,MEDIUM
N4,NORMAL,0.37,1.95,0.12,0.079,-0.94,34.2,81.8,69.0,0.013,0.015,0.018,5.4,LOW
N5,NORMAL,0.66,1.4,0.59,0.03,4.81,27.5,68.1,90.8,0.023,0.093,0.0,8.1,LOW
N3,WARNING,1.94,7.12,3.5,0.561,24.97,33.6,91.9,73.3,0.225,0.572,0.109,53.9,HIGH
N6,NORMAL,1.14,0.23,0.35,0.041,-1.11,37.7,71.5,65.6,0.041,0.092,0.016,5.5,LOW
N1,WARNING,2.4,7.06,1.12,0.747,23.07,34.5,88.8,69.3,0.295,0.356,0.125,50.2,HIGH
N2,NORMAL,1.12,2.2,0.02,0.041,1.47,33.0,83.5,69.3,0.023,0.071,0.002,8.4,LOW
N3,NORMAL,0.7,0.71,0.15,0.112,4.84,27.7,77.1,88.1,0.012,0.036,0.005,6.5,LOW
N6,WARNING,1.29,7.76,1.14,0.682,31.83,32.8,90.7,82.0,0.181,0.196,0.15,45.0,MEDIUM
N6,WARNING,2.14,7.11,3.94,0.548,31.23,33.9,74.6,83.0,0.2,0.583,0.178,56.2,HIGH
N3,SUBSIDENCE,8.55,19.66,10.3,3.38,78.7,32.0,71.3,97.9,0.524,3.899,1.354,100.0,CRITICAL
N5,WARNING,3.23,3.84,1.29,0.431,25.29,36.5,77.9,81.4,0.094,0.459,0.118,38.4,MEDIUM
N1,WARNING,3.4,4.15,1.87,0.636,13.33,36.6,81.2,88.8,0.258,0.167,0.046,43.0,MEDIUM
N2,NORMAL,0.35,0.58,0.83,0.077,1.19,35.5,86.0,87.7,0.001,0.039,0.015,7.0,LOW
N3,NORMAL,0.66,1.44,0.74,0.06,-0.38,32.0,87.1,81.5,0.047,0.003,0.003,7.5,LOW
N2,WARNING,2.02,7.88,3.11,0.654,6.21,25.0,71.8,81.3,0.109,0.362,0.062,42.0,MEDIUM
N4,WARNING,2.8,6.76,1.13,0.424,8.67,36.5,89.2,85.5,0.158,0.404,0.135,40.4,MEDIUM
N6,SUBSIDENCE,11.03,33.1,18.74,2.695,74.39,38.6,86.4,61.5,1.386,0.873,1.113,100.0,CRITICAL
N6,NORMAL,0.52,2.06,0.96,0.079,3.89,28.5,82.8,81.6,0.043,0.012,0.017,11.4,LOW
N3,NORMAL,0.83,1.9,0.44,0.162,3.67,30.9,92.0,67.6,0.039,0.046,0.001,9.9,LOW
N3,WARNING,3.46,6.94,3.13,0.566,22.61,33.7,88.1,91.7,0.23,0.395,0.214,56.5,HIGH
N4,NORMAL,0.2,0.33,0.8,0.062,2.07,35.6,83.2,81.0,0.022,0.002,0.001,4.1,LOW
N5,SUBSIDENCE,11.53,14.41,8.64,3.361,93.14,25.7,70.2,92.8,0.907,4.319,1.423,100.0,CRITICAL
N3,SUBSIDENCE,6.35,11.53,18.13,2.318,71.93,28.4,75.2,83.9,0.58,3.245,0.939,100.0,CRITICAL
N6,NORMAL,1.12,2.32,0.29,0.138,3.43,34.7,68.2,64.7,0.04,0.057,0.0,10.8,LOW
N2,WARNING,2.59,7.91,1.73,0.548,14.11,27.7,78.0,64.9,0.275,0.515,0.068,44.2,MEDIUM
N1,WARNING,1.38,6.24,2.22,0.594,8.3,31.6,67.5,93.1,0.202,0.41,0.033,39.3,MEDIUM
N2,NORMAL,0.8,1.48,0.13,0.066,1.45,28.8,79.5,67.4,0.032,0.018,0.0,8.0,LOW
N5,SUBSIDENCE,7.68,20.52,12.19,1.949,82.14,30.5,76.7,92.2,0.364,1.432,0.791,100.0,CRITICAL
N1,NORMAL,1.07,0.77,0.84,0.093,-0.08,26.4,69.3,80.1,0.049,0.082,0.02,9.1,LOW
N2,WARNING,2.67,3.44,3.58,0.483,17.33,38.0,75.9,62.5,0.201,0.544,0.03,42.0,MEDIUM
N2,NORMAL,1.04,2.48,0.82,0.156,2.38,33.4,66.5,81.8,0.046,0.004,0.015,12.0,LOW
N4,SUBSIDENCE,7.88,33.59,5.4,3.528,45.46,30.8,66.4,86.9,0.928,4.061,0.951,100.0,CRITICAL
N5,NORMAL,1.19,2.3,0.72,0.037,-0.32,27.4,83.5,72.7,0.009,0.036,0.005,8.7,LOW
N6,NORMAL,0.84,2.38,0.64,0.14,3.26,27.9,85.7,96.3,0.017,0.001,0.001,11.5,LOW
N4,SUBSIDENCE,11.65,8.96,21.82,1.863,98.22,37.5,71.6,66.2,0.57,1.033,0.723,100.0,CRITICAL
N1,NORMAL,1.1,2.36,0.01,0.136,0.16,31.2,82.5,78.6,0.019,0.047,0.009,10.2,LOW
N6,NORMAL,0.87,1.85,0.44,0.043,2.48,27.2,84.4,73.4,0.039,0.064,0.012,7.5,LOW
N4,SUBSIDENCE,11.32,32.19,9.01,2.382,98.49,36.1,70.2,82.6,0.803,2.744,1.1,100.0,CRITICAL
N5,SUBSIDENCE,11.25,43.83,15.81,4.144,77.81,31.1,78.8,93.9,0.964,2.841,0.395,100.0,CRITICAL
N3,NORMAL,0.93,1.58,0.35,0.05,0.43,29.4,88.0,95.4,0.034,0.026,0.009,10.2,LOW
N3,WARNING,2.81,4.38,2.3,0.262,10.04,26.8,68.4,85.6,0.091,0.191,0.061,32.4,MEDIUM
N1,NORMAL,1.19,2.22,0.05,0.088,4.02,37.0,91.3,87.1,0.007,0.085,0.012,10.3,LOW
N3,NORMAL,0.82,0.69,0.12,0.086,-0.69,24.2,73.8,77.0,0.005,0.03,0.017,6.7,LOW
N4,NORMAL,0.66,0.62,0.96,0.113,1.65,27.1,75.5,60.8,0.0,0.049,0.017,7.9,LOW
N1,WARNING,3.45,2.87,3.69,0.358,22.63,28.6,66.7,93.3,0.22,0.199,0.122,42.1,MEDIUM
N6,WARNING,1.3,6.09,1.94,0.29,25.01,27.4,90.9,72.6,0.194,0.321,0.138,39.2,MEDIUM
N5,WARNING,1.76,6.64,1.05,0.333,16.26,30.9,84.2,76.6,0.271,0.765,0.185,39.5,MEDIUM
N1,WARNING,1.89,7.73,1.35,0.377,31.97,31.2,79.5,77.7,0.231,0.12,0.025,42.0,MEDIUM
N6,NORMAL,0.43,2.47,0.27,0.098,0.83,36.0,71.0,95.0,0.009,0.02,0.018,8.2,LOW
N1,NORMAL,0.33,1.64,0.08,0.161,-1.64,29.7,66.3,87.3,0.028,0.078,0.002,5.7,LOW
N2,NORMAL,0.44,1.49,0.93,0.069,-1.66,26.2,76.8,93.8,0.034,0.079,0.019,9.1,LOW
N2,NORMAL,0.99,1.64,0.27,0.065,-1.13,32.2,76.1,74.1,0.046,0.017,0.011,8.9,LOW
N1,NORMAL,0.84,1.09,0.26,0.084,3.65,31.5,83.7,99.5,0.048,0.064,0.016,9.9,LOW
N3,SUBSIDENCE,7.23,10.45,21.23,3.486,64.87,34.0,73.2,87.9,1.774,2.078,0.715,100.0,CRITICAL
N2,NORMAL,0.27,0.45,0.53,0.109,-1.25,28.4,89.0,80.9,0.048,0.057,0.003,5.1,LOW
N5,NORMAL,0.31,0.44,0.43,0.074,2.59,36.9,92.1,98.1,0.046,0.025,0.017,4.6,LOW
N6,NORMAL,1.03,1.57,0.41,0.099,4.11,35.6,87.8,79.9,0.015,0.016,0.003,8.7,LOW
N4,WARNING,1.83,6.23,1.12,0.504,16.95,34.0,79.5,69.0,0.294,0.455,0.147,39.0,MEDIUM
N2,WARNING,2.44,7.69,2.23,0.567,34.34,37.1,93.8,98.8,0.257,0.561,0.189,53.6,HIGH
N1,NORMAL,0.79,1.08,0.13,0.082,4.6,28.3,78.6,88.6,0.044,0.052,0.011,6.8,LOW
N3,NORMAL,0.54,0.63,0.54,0.056,4.82,26.6,83.5,91.2,0.02,0.091,0.005,8.5,LOW
N4,WARNING,2.5,3.76,1.11,0.532,8.93,25.8,66.8,99.8,0.136,0.573,0.043,34.1,MEDIUM
N6,NORMAL,0.53,2.28,0.29,0.141,-0.47,35.1,89.7,68.5,0.025,0.082,0.016,10.1,LOW
N6,WARNING,2.31,5.17,3.67,0.349,32.94,29.7,86.3,80.5,0.163,0.569,0.082,47.6,MEDIUM
N2,WARNING,3.34,6.55,2.69,0.685,24.97,33.6,91.8,72.6,0.212,0.272,0.111,52.1,HIGH
N6,NORMAL,0.34,1.57,0.07,0.134,2.92,33.0,71.3,76.7,0.018,0.089,0.01,12.0,LOW
N6,NORMAL,1.05,0.69,0.39,0.071,-0.94,34.4,74.5,90.5,0.014,0.023,0.018,8.8,LOW
N3,SUBSIDENCE,3.69,27.48,8.51,1.144,101.28,25.7,87.0,83.9,0.599,3.843,0.767,100.0,CRITICAL
